"paper_method","project","dataset","seed","epochs","runtime_mins","run_id","raw_method","ppo_used"
"StablePrompt-RAE","GFB_II","SENTIMENT","6.0","100.0","38.93","abtx5xrq","StablePrompt-PPO","True"
"StablePrompt-RAE","GFB_II","INFORMAL_TO_FORMAL","6.0","100.0","18.93","yx87svw0","StablePrompt-PPO","True"
"StablePrompt-RAE","GFB_II","SUM","6.0","100.0","37.57","fj8di6v2","StablePrompt-PPO","True"
"StablePrompt-RAE","GFB_II","SINGULAR_TO_PLURAL","6.0","100.0","36.77","pwpoa9kg","StablePrompt-PPO","True"
"StablePrompt-RAE","GFB_II","ACTIVE_TO_PASSIVE","6.0","100.0","38.22","1zp7vl6s","StablePrompt-PPO","True"
"StablePrompt-RAE","GFB_II","TRANSLATION_EN-DE","6.0","100.0","36.25","uzya0ah3","StablePrompt-PPO","True"
"StablePrompt-RAE","GFB_II","SENTENCE_SIMILARITY","6.0","100.0","40.45","fwzn1gjy","StablePrompt-PPO","True"
"StablePrompt-RAE","GFB_II","TRANSLATION_EN-FR","6.0","100.0","35.63","ad3ds1dx","StablePrompt-PPO","True"
"StablePrompt-RAE","GFB_II","LETTERS_LIST","6.0","100.0","37.3","hxccbihu","StablePrompt-PPO","True"
"StablePrompt-RAE","GFB_II","FIRST_WORD_LETTER","6.0","100.0","36.93","oh43f0mz","StablePrompt-PPO","True"
"StablePrompt-RAE","GFB_II","SYNONYMS","6.0","100.0","37.92","dwpv12iw","StablePrompt-PPO","True"
"StablePrompt-RAE","GFB_II","ANTONYMS","6.0","200.0","75.78","ooeqfdwi","StablePrompt-PPO","True"
"StablePrompt-RAE","GFB_II","WORD_IN_CONTEXT","6.0","200.0","79.57","7b8pcgmp","StablePrompt-PPO","True"
"StablePrompt-RAE","GFB_II","RHYMES","6.0","200.0","73.6","0vfnr4tn","StablePrompt-PPO","True"
"StablePrompt-RAE","GFB_II","NUM_TO_VERBAL","6.0","200.0","70.65","adakczlb","StablePrompt-PPO","True"
"StablePrompt-RAE","GFB_II","CAUSE_AND_EFFECT","6.0","200.0","74.33","jewwiv6a","StablePrompt-PPO","True"
"StablePrompt-RAE","GFB_II","LARGER_ANIMAL","6.0","200.0","71.83","viyevmbv","StablePrompt-PPO","True"
"StablePrompt-RAE","GFB_II","SECOND_WORD_LETTER","6.0","200.0","72.9","8p58c7ce","StablePrompt-PPO","True"
"StablePrompt-RAE","GFB_II","TAXONOMY_ANIMAL","6.0","200.0","75.52","7xjf8nxq","StablePrompt-PPO","True"
"StablePrompt-RAE","GFB_II","NEGATION","6.0","200.0","77.02","yr7zbwik","StablePrompt-PPO","True"
"StablePrompt-RAE","GFB_II","COMMON_CONCEPT","6.0","200.0","68.32","xj74yd2d","StablePrompt-PPO","True"
"StablePrompt-RAE","GFB_II","DIFF","6.0","200.0","73","f0cljbpe","StablePrompt-PPO","True"
"StablePrompt-RAE","GFB_II","TRANSLATION_EN-ES","6.0","200.0","68.97","k63x8lus","StablePrompt-PPO","True"
"StablePrompt-RAE","GFB_II","ORTHOGRAPHY_STARTS_WITH","6.0","200.0","77.7","wpnikx0u","StablePrompt-PPO","True"
"StablePrompt-RAE","GFB_II","SENTIMENT","6.0","200.0","77.02","4pe5m4de","StablePrompt-PPO","True"
"StablePrompt-RAE","GFB_II","INFORMAL_TO_FORMAL","6.0","200.0","37.87","2zbjozkz","StablePrompt-PPO","True"
"StablePrompt-RAE","GFB_II","SUM","6.0","200.0","74.02","vlxloxje","StablePrompt-PPO","True"
"StablePrompt-RAE","GFB_II","SINGULAR_TO_PLURAL","6.0","200.0","71.9","8r2z8ben","StablePrompt-PPO","True"
"StablePrompt-RAE","GFB_II","ACTIVE_TO_PASSIVE","6.0","200.0","74.88","xwgposix","StablePrompt-PPO","True"
"StablePrompt-RAE","GFB_II","TRANSLATION_EN-DE","6.0","200.0","70.93","py7xe8cw","StablePrompt-PPO","True"
"StablePrompt-RAE","GFB_II","SENTENCE_SIMILARITY","6.0","200.0","79.62","u456fi0y","StablePrompt-PPO","True"
"StablePrompt-RAE","GFB_II","TRANSLATION_EN-FR","6.0","200.0","69.62","tbs7rnrs","StablePrompt-PPO","True"
"StablePrompt-RAE","GFB_II","LETTERS_LIST","6.0","200.0","73.13","ikf6t572","StablePrompt-PPO","True"
"StablePrompt-RAE","GFB_II","FIRST_WORD_LETTER","6.0","200.0","72.92","n69n1wgx","StablePrompt-PPO","True"
"StablePrompt-RAE","GFB_II","SYNONYMS","6.0","200.0","74.57","s7q3zil0","StablePrompt-PPO","True"
"StablePrompt-RAE","GFB_QA","ABSTRACT_ALGEBRA","42.0","30.0","4.27","idb2logj","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","ANATOMY","42.0","30.0","4.58","6ffo0w6o","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","ASTRONOMY","42.0","30.0","4.95","vw5be5bo","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","BUSINESS_ETHICS","42.0","30.0","4.53","as2imu5n","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","CLINICAL_KNOWLEDGE","42.0","30.0","5.33","tut9lfgt","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","COLLEGE_BIOLOGY","42.0","30.0","4.72","x7g90mz1","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","COLLEGE_CHEMISTRY","42.0","30.0","4.63","ewnoc61c","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","COLLEGE_COMPUTER_SCIENCE","42.0","30.0","5.02","6ecety2j","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","COLLEGE_MATHEMATICS","42.0","30.0","4.47","nsm9ixi8","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","COLLEGE_MEDICINE","42.0","30.0","5.5","gaor18aq","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","COLLEGE_PHYSICS","42.0","30.0","4.63","6nz5m260","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","COMPUTER_SECURITY","42.0","30.0","4.85","tien7e59","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","CONCEPTUAL_PHYSICS","42.0","30.0","4.9","c62qt23c","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","ECONOMETRICS","42.0","30.0","5","v3ilna0z","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","ELECTRICAL_ENGINEERING","42.0","30.0","4.45","tkqj72jy","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","ELEMENTARY_MATHEMATICS","42.0","30.0","6.1","2cmndzux","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","FORMAL_LOGIC","42.0","30.0","5.2","ga7v4b0x","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","GLOBAL_FACTS","42.0","30.0","4.12","t6w3c4z1","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_BIOLOGY","42.0","30.0","5.7","2xh81lhy","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_CHEMISTRY","42.0","30.0","5.32","xwhcdwxi","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_COMPUTER_SCIENCE","42.0","30.0","5.22","m5rzpi29","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_EUROPEAN_HISTORY","42.0","30.0","8.17","xcee3lp2","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_GEOGRAPHY","42.0","30.0","4.72","fu8oopb0","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_GOVERNMENT_AND_POLITICS","42.0","30.0","5.13","607pq84l","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_MACROECONOMICS","42.0","30.0","6.03","gowj44hl","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_MATHEMATICS","42.0","30.0","5.37","11ir8ywt","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_MICROECONOMICS","42.0","30.0","5.23","1i6r5zhw","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_PHYSICS","42.0","30.0","5.08","qu9g23ok","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_PSYCHOLOGY","42.0","30.0","7.15","6d3gtpx8","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_STATISTICS","42.0","30.0","5.83","xkrt1mo2","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_US_HISTORY","42.0","30.0","8","sj42dk75","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_WORLD_HISTORY","42.0","30.0","8.32","9y0ndn91","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","HUMAN_AGING","42.0","30.0","4.8","jl2kebfs","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","HUMAN_SEXUALITY","42.0","30.0","4.53","vllfhdax","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","INTERNATIONAL_LAW","42.0","30.0","4.93","r9778081","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","JURISPRUDENCE","42.0","30.0","4.63","hpdb7ctj","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","LOGICAL_FALLACIES","42.0","30.0","4.98","k92q40m1","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","MACHINE_LEARNING","42.0","30.0","4.85","82mheb0z","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","MANAGEMENT","42.0","30.0","3.97","t9vsq3jl","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","MARKETING","42.0","30.0","5.02","02bbvv6q","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","MEDICAL_GENETICS","42.0","30.0","4.45","23l1ne7a","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","MISCELLANEOUS","42.0","30.0","7.97","7azbkre8","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","MORAL_DISPUTES","42.0","30.0","6.07","zxuzgh7i","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","MORAL_SCENARIOS","42.0","30.0","9.87","66v4fzd3","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","NUTRITION","42.0","30.0","5.77","y9m3yt46","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","PHILOSOPHY","42.0","30.0","5.57","c3aav308","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","PREHISTORY","42.0","30.0","5.87","4jurx8kz","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","PROFESSIONAL_ACCOUNTING","42.0","30.0","6.07","bhs7fk4b","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","PROFESSIONAL_LAW","42.0","30.0","21.22","p8kw450l","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","PROFESSIONAL_MEDICINE","42.0","30.0","7.15","4x8r6b9n","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","PROFESSIONAL_PSYCHOLOGY","42.0","30.0","7.87","zfnakjfp","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","PUBLIC_RELATIONS","42.0","30.0","4.4","o0tdk4uj","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","SECURITY_STUDIES","42.0","30.0","6.78","0dj84mr7","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","SOCIOLOGY","42.0","30.0","5.08","4yrl485w","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","US_FOREIGN_POLICY","42.0","30.0","4.58","uky9ql83","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","VIROLOGY","42.0","30.0","5.07","5va7onvm","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","WORLD_RELIGIONS","42.0","30.0","4.53","1fzndgk8","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","ABSTRACT_ALGEBRA","3.0","30.0","4.42","1mvbx7nz","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","ANATOMY","3.0","30.0","4.38","i8pwlpik","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","ASTRONOMY","3.0","30.0","4.93","43d82g96","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","BUSINESS_ETHICS","3.0","30.0","4.55","gtoqmzyo","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","CLINICAL_KNOWLEDGE","3.0","30.0","5.23","zesfotys","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","COLLEGE_BIOLOGY","3.0","30.0","4.83","d6z4aria","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","COLLEGE_CHEMISTRY","3.0","30.0","4.5","4gv148eh","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","COLLEGE_COMPUTER_SCIENCE","3.0","30.0","4.82","56s33vjg","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","COLLEGE_MATHEMATICS","3.0","30.0","4.35","btps56ov","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","COLLEGE_MEDICINE","3.0","30.0","5.32","l3vl9n4k","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","COLLEGE_PHYSICS","3.0","30.0","4.72","1mq657vm","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","COMPUTER_SECURITY","3.0","30.0","4.73","67m2re5y","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","CONCEPTUAL_PHYSICS","3.0","30.0","4.88","z5tkil1i","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","ECONOMETRICS","3.0","30.0","4.97","420kt8zq","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","ELECTRICAL_ENGINEERING","3.0","30.0","4.5","hgzwebmt","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","ELEMENTARY_MATHEMATICS","3.0","30.0","6.47","ae6ir26x","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","FORMAL_LOGIC","3.0","30.0","5.25","71zamxu4","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","GLOBAL_FACTS","3.0","30.0","3.87","g358ew10","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_BIOLOGY","3.0","30.0","5.78","l0j2lhko","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_CHEMISTRY","3.0","30.0","5.22","bopqjpvu","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_COMPUTER_SCIENCE","3.0","30.0","5.08","fqwzscpw","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_EUROPEAN_HISTORY","3.0","30.0","8.03","ly5lrrrj","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_GEOGRAPHY","3.0","30.0","4.78","obg10eqt","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_GOVERNMENT_AND_POLITICS","3.0","30.0","5.03","42xi41ci","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_MACROECONOMICS","3.0","30.0","6.03","9mnxy9vt","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_MATHEMATICS","3.0","30.0","5.23","pacia9fw","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_MICROECONOMICS","3.0","30.0","5.32","2mir5t9s","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_PHYSICS","3.0","30.0","5.08","oixu6l8n","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_PSYCHOLOGY","3.0","30.0","7.18","ugantwyc","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_STATISTICS","3.0","30.0","5.8","ls6ydzpu","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_US_HISTORY","3.0","30.0","7.83","nshjh1em","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_WORLD_HISTORY","3.0","30.0","8.5","tfal0gjv","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","HUMAN_AGING","3.0","30.0","4.85","2t2nz97a","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","HUMAN_SEXUALITY","3.0","30.0","4.47","3y4410q3","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","INTERNATIONAL_LAW","3.0","30.0","5.02","6awan0ev","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","JURISPRUDENCE","3.0","30.0","4.55","wdizskai","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","LOGICAL_FALLACIES","3.0","30.0","4.98","0nz326f3","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","MACHINE_LEARNING","3.0","30.0","4.8","2axc9o32","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","MANAGEMENT","3.0","30.0","4.07","svbeitov","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","MARKETING","3.0","30.0","5.1","lhw35t69","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","MEDICAL_GENETICS","3.0","30.0","4.35","j8329onv","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","MISCELLANEOUS","3.0","30.0","7.35","s0hj16kh","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","MORAL_DISPUTES","3.0","30.0","5.92","grazfhwe","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","MORAL_SCENARIOS","3.0","30.0","9.67","dm7wugct","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","NUTRITION","3.0","30.0","5.77","xq1jij1l","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","PHILOSOPHY","3.0","30.0","5.23","yvg9z6oy","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","PREHISTORY","3.0","30.0","5.92","iqe8bpc6","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","PROFESSIONAL_ACCOUNTING","3.0","30.0","6.07","m32qh35f","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","PROFESSIONAL_LAW","3.0","30.0","21.2","qy4c8yur","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","PROFESSIONAL_MEDICINE","3.0","30.0","7.07","2my8raxg","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","PROFESSIONAL_PSYCHOLOGY","3.0","30.0","8.07","qlszdzub","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","PUBLIC_RELATIONS","3.0","30.0","4.7","wkw1sozi","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","SECURITY_STUDIES","3.0","30.0","6.67","3i01wx3q","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","SOCIOLOGY","3.0","30.0","5.22","r9bb3dyg","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","US_FOREIGN_POLICY","3.0","30.0","4.4","iuxojig6","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","VIROLOGY","3.0","30.0","4.92","nl8t83nw","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","WORLD_RELIGIONS","3.0","30.0","4.5","0hn0g0qw","StablePrompt-PPO(cs=0)","True"
"StablePrompt-RAE","GFB_QA","ABSTRACT_ALGEBRA","42.0","30.0","4.27","vt9nbbf3","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","ANATOMY","42.0","30.0","4.62","wp7qa3zq","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","ASTRONOMY","42.0","30.0","4.95","x8iokfag","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","BUSINESS_ETHICS","42.0","30.0","4.57","twsag6lw","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","CLINICAL_KNOWLEDGE","42.0","30.0","5.3","y7vfr46f","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","COLLEGE_BIOLOGY","42.0","30.0","4.72","f3cggt8f","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","COLLEGE_CHEMISTRY","42.0","30.0","4.53","cbcknnii","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","COLLEGE_COMPUTER_SCIENCE","42.0","30.0","5","9zxz5g68","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","COLLEGE_MATHEMATICS","42.0","30.0","4.45","r1yvxc80","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","COLLEGE_MEDICINE","42.0","30.0","5.37","1tyhq9ui","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","COLLEGE_PHYSICS","42.0","30.0","4.62","7donr661","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","COMPUTER_SECURITY","42.0","30.0","4.77","w966d1do","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","CONCEPTUAL_PHYSICS","42.0","30.0","4.9","o9xh76z5","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","ECONOMETRICS","42.0","30.0","4.98","vhe7hmv7","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","ELECTRICAL_ENGINEERING","42.0","30.0","4.4","am2ih621","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","ELEMENTARY_MATHEMATICS","42.0","30.0","5.85","k40yao8o","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","FORMAL_LOGIC","42.0","30.0","5.17","5xrderxx","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","GLOBAL_FACTS","42.0","30.0","4.08","x5fn1uxn","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_BIOLOGY","42.0","30.0","5.72","vsj1iphm","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_CHEMISTRY","42.0","30.0","5.52","1nkwbmd9","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_COMPUTER_SCIENCE","42.0","30.0","5.17","iq3mt02n","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_EUROPEAN_HISTORY","42.0","30.0","8.15","zflqsm62","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_GEOGRAPHY","42.0","30.0","4.68","hdplp1he","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_GOVERNMENT_AND_POLITICS","42.0","30.0","4.88","1t6govv9","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_MACROECONOMICS","42.0","30.0","6.02","hzdoupof","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_MATHEMATICS","42.0","30.0","5.28","wd8b38q3","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_MICROECONOMICS","42.0","30.0","5.23","mwxe0xe9","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_PHYSICS","42.0","30.0","5.02","plzryr1x","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_PSYCHOLOGY","42.0","30.0","7.12","k9ojo74h","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_STATISTICS","42.0","30.0","5.8","d6w770ck","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_US_HISTORY","42.0","30.0","7.92","29vowlro","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","HIGH_SCHOOL_WORLD_HISTORY","42.0","30.0","8.33","6742xuov","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","HUMAN_AGING","42.0","30.0","4.83","5a1e8s3l","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","HUMAN_SEXUALITY","42.0","30.0","4.48","shqyh44r","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","INTERNATIONAL_LAW","42.0","30.0","4.87","32qtllxy","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","JURISPRUDENCE","42.0","30.0","4.65","w21h4c3o","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","LOGICAL_FALLACIES","42.0","30.0","4.98","njl063l5","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","MACHINE_LEARNING","42.0","30.0","4.8","1kqdu0k5","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","MANAGEMENT","42.0","30.0","4","ydw3i174","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","MARKETING","42.0","30.0","4.98","p16qdbwm","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","MEDICAL_GENETICS","42.0","30.0","4.45","xfl9n69v","StablePrompt-PPO(cs=0.1)","True"
"StablePrompt-RAE","GFB_QA","MISCELLANEOUS","42.0","30.0","7.87","ku2gcbxq","StablePrompt-PPO(cs=0.1)","True"
