"dataset","paper_method","gpu","seed","epochs","runtime_mins","run_id","project","run_name","raw_method","ppo_used"
"EPISTEMIC_REASONING","StablePrompt-PPO","A100","42.0","30.0","7.15","owkfpnar","GFB_BBH_TC","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_top5_s42","Unknown","True"
"EPISTEMIC_REASONING","StablePrompt-PPO","A100","6.0","30.0","13.98","r3vvwxpj","GFB_BBH_TC","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_top5_s6","Unknown","True"
"FIRST_WORD_LETTER","StablePrompt-PPO","A100","3.0","30.0","6.82","97vhamsm","GFB_II","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3_re","StablePrompt-PPO","True"
"FIRST_WORD_LETTER","StablePrompt-PPO","A100","3.0","30.0","7.22","kxnp3hoz","GFB_II","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3","StablePrompt-PPO","True"
"FIRST_WORD_LETTER","StablePrompt-PPO","A100","42.0","30.0","7.12","2femz1cd","GFB_II","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s42","StablePrompt-PPO","True"
"FIRST_WORD_LETTER","StablePrompt-PPO","A100","6.0","100.0","36.93","oh43f0mz","GFB_II","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6","StablePrompt-PPO","True"
"FIRST_WORD_LETTER","StablePrompt-PPO","A100","6.0","200.0","72.92","n69n1wgx","GFB_II","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6","StablePrompt-PPO","True"
"FIRST_WORD_LETTER","StablePrompt-PPO","A100","6.0","30.0","7.22","tpq3quf7","GFB_II","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6","StablePrompt-PPO","True"
"FORMAL_LOGIC","StablePrompt-PPO","A100","3.0","30.0","5.25","71zamxu4","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_bs5_top5","StablePrompt-PPO(cs=0)","True"
"FORMAL_LOGIC","StablePrompt-PPO","A100","42.0","30.0","4.87","1wgg4tfl","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5","StablePrompt-PPO(cs=0.05)","True"
"FORMAL_LOGIC","StablePrompt-PPO","A100","42.0","30.0","5.2","ga7v4b0x","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0)","True"
"FORMAL_LOGIC","StablePrompt-PPO","A100","42.0","30.0","2.85","hojyspqu","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.05)","True"
"FORMAL_LOGIC","StablePrompt-PPO","A100","42.0","30.0","5.17","5xrderxx","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.1)","True"
"GENDER_INCLUSIVE_SENTENCES_GERMAN","StablePrompt-PPO","A100","3.0","30.0","14.73","zwm8j19t","GFB_BBH_TG","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3","StablePrompt-PPO","True"
"GENDER_INCLUSIVE_SENTENCES_GERMAN","StablePrompt-PPO","A100","42.0","30.0","14.8","gkyu1xzs","GFB_BBH_TG","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s42","StablePrompt-PPO","True"
"GENDER_INCLUSIVE_SENTENCES_GERMAN","StablePrompt-PPO","A100","6.0","30.0","27.53","fmtbdpa1","GFB_BBH_TG","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6","StablePrompt-PPO","True"
"GLOBAL_FACTS","StablePrompt-PPO","A100","3.0","30.0","3.87","g358ew10","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_bs5_top5","StablePrompt-PPO(cs=0)","True"
"GLOBAL_FACTS","StablePrompt-PPO","A100","42.0","30.0","2.27","wfamxv8t","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.05)","True"
"GLOBAL_FACTS","StablePrompt-PPO","A100","42.0","30.0","4.12","t6w3c4z1","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0)","True"
"GLOBAL_FACTS","StablePrompt-PPO","A100","42.0","30.0","3.78","rk5chv5d","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5","StablePrompt-PPO(cs=0.05)","True"
"GLOBAL_FACTS","StablePrompt-PPO","A100","42.0","30.0","4.08","x5fn1uxn","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.1)","True"
"HIGH_SCHOOL_BIOLOGY","StablePrompt-PPO","A100","3.0","30.0","5.78","l0j2lhko","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_bs5_top5","StablePrompt-PPO(cs=0)","True"
"HIGH_SCHOOL_BIOLOGY","StablePrompt-PPO","A100","42.0","30.0","5.72","vsj1iphm","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.1)","True"
"HIGH_SCHOOL_BIOLOGY","StablePrompt-PPO","A100","42.0","30.0","5.7","2xh81lhy","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0)","True"
"HIGH_SCHOOL_BIOLOGY","StablePrompt-PPO","A100","42.0","30.0","3.08","xu75aubo","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.05)","True"
"HIGH_SCHOOL_BIOLOGY","StablePrompt-PPO","A100","42.0","30.0","4.87","vqaaugu5","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5","StablePrompt-PPO(cs=0.05)","True"
"HIGH_SCHOOL_CHEMISTRY","StablePrompt-PPO","A100","3.0","30.0","5.22","bopqjpvu","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_bs5_top5","StablePrompt-PPO(cs=0)","True"
"HIGH_SCHOOL_CHEMISTRY","StablePrompt-PPO","A100","42.0","30.0","2.95","8osr4k3g","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.05)","True"
"HIGH_SCHOOL_CHEMISTRY","StablePrompt-PPO","A100","42.0","30.0","5.32","xwhcdwxi","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0)","True"
"HIGH_SCHOOL_CHEMISTRY","StablePrompt-PPO","A100","42.0","30.0","4.75","6w1rrbw7","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5","StablePrompt-PPO(cs=0.05)","True"
"HIGH_SCHOOL_CHEMISTRY","StablePrompt-PPO","A100","42.0","30.0","5.52","1nkwbmd9","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.1)","True"
"HIGH_SCHOOL_COMPUTER_SCIENCE","StablePrompt-PPO","A100","3.0","30.0","5.08","fqwzscpw","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_bs5_top5","StablePrompt-PPO(cs=0)","True"
"HIGH_SCHOOL_COMPUTER_SCIENCE","StablePrompt-PPO","A100","42.0","30.0","2.82","yteqgrnm","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.05)","True"
"HIGH_SCHOOL_COMPUTER_SCIENCE","StablePrompt-PPO","A100","42.0","30.0","5.17","iq3mt02n","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.1)","True"
"HIGH_SCHOOL_COMPUTER_SCIENCE","StablePrompt-PPO","A100","42.0","30.0","5.22","m5rzpi29","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0)","True"
"HIGH_SCHOOL_COMPUTER_SCIENCE","StablePrompt-PPO","A100","42.0","30.0","4.57","rs1qx9t5","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5","StablePrompt-PPO(cs=0.05)","True"
"HIGH_SCHOOL_EUROPEAN_HISTORY","StablePrompt-PPO","A100","3.0","30.0","8.03","ly5lrrrj","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_bs5_top5","StablePrompt-PPO(cs=0)","True"
"HIGH_SCHOOL_EUROPEAN_HISTORY","StablePrompt-PPO","A100","42.0","30.0","8.15","zflqsm62","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.1)","True"
"HIGH_SCHOOL_EUROPEAN_HISTORY","StablePrompt-PPO","A100","42.0","30.0","8.17","xcee3lp2","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0)","True"
"HIGH_SCHOOL_EUROPEAN_HISTORY","StablePrompt-PPO","A100","42.0","30.0","6.18","pp436vyo","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5","StablePrompt-PPO(cs=0.05)","True"
"HIGH_SCHOOL_EUROPEAN_HISTORY","StablePrompt-PPO","A100","42.0","30.0","4.03","l4x8a9ly","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.05)","True"
"HIGH_SCHOOL_GEOGRAPHY","StablePrompt-PPO","A100","3.0","30.0","4.78","obg10eqt","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_bs5_top5","StablePrompt-PPO(cs=0)","True"
"HIGH_SCHOOL_GEOGRAPHY","StablePrompt-PPO","A100","42.0","30.0","4.72","fu8oopb0","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0)","True"
"HIGH_SCHOOL_GEOGRAPHY","StablePrompt-PPO","A100","42.0","30.0","4.28","2xdmudfo","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5","StablePrompt-PPO(cs=0.05)","True"
"HIGH_SCHOOL_GEOGRAPHY","StablePrompt-PPO","A100","42.0","30.0","4.68","hdplp1he","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.1)","True"
"HIGH_SCHOOL_GEOGRAPHY","StablePrompt-PPO","A100","42.0","30.0","2.87","9leqsd0o","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.05)","True"
"HIGH_SCHOOL_GOVERNMENT_AND_POLITICS","StablePrompt-PPO","A100","3.0","30.0","5.03","42xi41ci","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_bs5_top5","StablePrompt-PPO(cs=0)","True"
"HIGH_SCHOOL_GOVERNMENT_AND_POLITICS","StablePrompt-PPO","A100","42.0","30.0","4.88","1t6govv9","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.1)","True"
"HIGH_SCHOOL_GOVERNMENT_AND_POLITICS","StablePrompt-PPO","A100","42.0","30.0","4.53","dbmawt30","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5","StablePrompt-PPO(cs=0.05)","True"
"HIGH_SCHOOL_GOVERNMENT_AND_POLITICS","StablePrompt-PPO","A100","42.0","30.0","5.13","607pq84l","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0)","True"
"HIGH_SCHOOL_GOVERNMENT_AND_POLITICS","StablePrompt-PPO","A100","42.0","30.0","2.78","4m8402pd","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.05)","True"
"HIGH_SCHOOL_MACROECONOMICS","StablePrompt-PPO","A100","3.0","30.0","6.03","9mnxy9vt","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_bs5_top5","StablePrompt-PPO(cs=0)","True"
"HIGH_SCHOOL_MACROECONOMICS","StablePrompt-PPO","A100","42.0","30.0","6.03","gowj44hl","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0)","True"
"HIGH_SCHOOL_MACROECONOMICS","StablePrompt-PPO","A100","42.0","30.0","3.3","jfk2bc95","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.05)","True"
"HIGH_SCHOOL_MACROECONOMICS","StablePrompt-PPO","A100","42.0","30.0","6.02","hzdoupof","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.1)","True"
"HIGH_SCHOOL_MACROECONOMICS","StablePrompt-PPO","A100","42.0","30.0","4.98","wzu2lfcf","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5","StablePrompt-PPO(cs=0.05)","True"
"HIGH_SCHOOL_MATHEMATICS","StablePrompt-PPO","A100","3.0","30.0","5.23","pacia9fw","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_bs5_top5","StablePrompt-PPO(cs=0)","True"
"HIGH_SCHOOL_MATHEMATICS","StablePrompt-PPO","A100","42.0","30.0","5.28","wd8b38q3","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.1)","True"
"HIGH_SCHOOL_MATHEMATICS","StablePrompt-PPO","A100","42.0","30.0","2.78","djvobl20","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.05)","True"
"HIGH_SCHOOL_MATHEMATICS","StablePrompt-PPO","A100","42.0","30.0","4.38","04m7hr6i","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5","StablePrompt-PPO(cs=0.05)","True"
"HIGH_SCHOOL_MATHEMATICS","StablePrompt-PPO","A100","42.0","30.0","5.37","11ir8ywt","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0)","True"
"HIGH_SCHOOL_MICROECONOMICS","StablePrompt-PPO","A100","3.0","30.0","5.32","2mir5t9s","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_bs5_top5","StablePrompt-PPO(cs=0)","True"
"HIGH_SCHOOL_MICROECONOMICS","StablePrompt-PPO","A100","42.0","30.0","5.23","1i6r5zhw","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0)","True"
"HIGH_SCHOOL_MICROECONOMICS","StablePrompt-PPO","A100","42.0","30.0","2.88","cm0o2dmo","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.05)","True"
"HIGH_SCHOOL_MICROECONOMICS","StablePrompt-PPO","A100","42.0","30.0","4.63","5ghndbna","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5","StablePrompt-PPO(cs=0.05)","True"
"HIGH_SCHOOL_MICROECONOMICS","StablePrompt-PPO","A100","42.0","30.0","5.23","mwxe0xe9","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.1)","True"
"HIGH_SCHOOL_PHYSICS","StablePrompt-PPO","A100","3.0","30.0","5.08","oixu6l8n","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_bs5_top5","StablePrompt-PPO(cs=0)","True"
"HIGH_SCHOOL_PHYSICS","StablePrompt-PPO","A100","42.0","30.0","5.08","qu9g23ok","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0)","True"
"HIGH_SCHOOL_PHYSICS","StablePrompt-PPO","A100","42.0","30.0","4.57","jyb5otpz","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5","StablePrompt-PPO(cs=0.05)","True"
"HIGH_SCHOOL_PHYSICS","StablePrompt-PPO","A100","42.0","30.0","2.67","hg1js7cx","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.05)","True"
"HIGH_SCHOOL_PHYSICS","StablePrompt-PPO","A100","42.0","30.0","5.02","plzryr1x","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.1)","True"
"HIGH_SCHOOL_PSYCHOLOGY","StablePrompt-PPO","A100","3.0","30.0","7.18","ugantwyc","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_bs5_top5","StablePrompt-PPO(cs=0)","True"
"HIGH_SCHOOL_PSYCHOLOGY","StablePrompt-PPO","A100","42.0","30.0","7.12","k9ojo74h","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.1)","True"
"HIGH_SCHOOL_PSYCHOLOGY","StablePrompt-PPO","A100","42.0","30.0","3.77","kfyl3spu","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.05)","True"
"HIGH_SCHOOL_PSYCHOLOGY","StablePrompt-PPO","A100","42.0","30.0","7.15","6d3gtpx8","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0)","True"
"HIGH_SCHOOL_PSYCHOLOGY","StablePrompt-PPO","A100","42.0","30.0","5.45","lk916cun","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5","StablePrompt-PPO(cs=0.05)","True"
"HIGH_SCHOOL_STATISTICS","StablePrompt-PPO","A100","3.0","30.0","5.8","ls6ydzpu","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_bs5_top5","StablePrompt-PPO(cs=0)","True"
"HIGH_SCHOOL_STATISTICS","StablePrompt-PPO","A100","42.0","30.0","3.2","my0xsjq4","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.05)","True"
"HIGH_SCHOOL_STATISTICS","StablePrompt-PPO","A100","42.0","30.0","4.98","avqb5808","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5","StablePrompt-PPO(cs=0.05)","True"
"HIGH_SCHOOL_STATISTICS","StablePrompt-PPO","A100","42.0","30.0","5.83","xkrt1mo2","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0)","True"
"HIGH_SCHOOL_STATISTICS","StablePrompt-PPO","A100","42.0","30.0","5.8","d6w770ck","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.1)","True"
"HIGH_SCHOOL_US_HISTORY","StablePrompt-PPO","A100","3.0","30.0","7.83","nshjh1em","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_bs5_top5","StablePrompt-PPO(cs=0)","True"
"HIGH_SCHOOL_US_HISTORY","StablePrompt-PPO","A100","42.0","30.0","5.92","xs0s75n3","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5","StablePrompt-PPO(cs=0.05)","True"
"HIGH_SCHOOL_US_HISTORY","StablePrompt-PPO","A100","42.0","30.0","7.92","29vowlro","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.1)","True"
"HIGH_SCHOOL_US_HISTORY","StablePrompt-PPO","A100","42.0","30.0","8","sj42dk75","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0)","True"
"HIGH_SCHOOL_US_HISTORY","StablePrompt-PPO","A100","42.0","30.0","4.03","raclwvfl","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.05)","True"
"HIGH_SCHOOL_WORLD_HISTORY","StablePrompt-PPO","A100","3.0","30.0","8.5","tfal0gjv","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_bs5_top5","StablePrompt-PPO(cs=0)","True"
"HIGH_SCHOOL_WORLD_HISTORY","StablePrompt-PPO","A100","42.0","30.0","6.53","si1vokbf","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5","StablePrompt-PPO(cs=0.05)","True"
"HIGH_SCHOOL_WORLD_HISTORY","StablePrompt-PPO","A100","42.0","30.0","8.32","9y0ndn91","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0)","True"
"HIGH_SCHOOL_WORLD_HISTORY","StablePrompt-PPO","A100","42.0","30.0","4.23","zhelgklr","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.05)","True"
"HIGH_SCHOOL_WORLD_HISTORY","StablePrompt-PPO","A100","42.0","30.0","8.33","6742xuov","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.1)","True"
"HUMAN_AGING","StablePrompt-PPO","A100","3.0","30.0","4.85","2t2nz97a","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_bs5_top5","StablePrompt-PPO(cs=0)","True"
"HUMAN_AGING","StablePrompt-PPO","A100","42.0","30.0","4.83","5a1e8s3l","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.1)","True"
"HUMAN_AGING","StablePrompt-PPO","A100","42.0","30.0","4.52","xpei6wiy","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5","StablePrompt-PPO(cs=0.05)","True"
"HUMAN_AGING","StablePrompt-PPO","A100","42.0","30.0","2.77","27m3q55m","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.05)","True"
"HUMAN_AGING","StablePrompt-PPO","A100","42.0","30.0","4.8","jl2kebfs","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0)","True"
"HUMAN_SEXUALITY","StablePrompt-PPO","A100","3.0","30.0","4.47","3y4410q3","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_bs5_top5","StablePrompt-PPO(cs=0)","True"
"HUMAN_SEXUALITY","StablePrompt-PPO","A100","42.0","30.0","4.48","shqyh44r","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.1)","True"
"HUMAN_SEXUALITY","StablePrompt-PPO","A100","42.0","30.0","4.32","5sxnhs63","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5","StablePrompt-PPO(cs=0.05)","True"
"HUMAN_SEXUALITY","StablePrompt-PPO","A100","42.0","30.0","4.53","vllfhdax","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0)","True"
"HUMAN_SEXUALITY","StablePrompt-PPO","A100","42.0","30.0","2.58","lifem683","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.05)","True"
"HYPERBATON","StablePrompt-PPO","A100","3.0","30.0","92.75","zhphljlw","GFB_BBH_TC","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_top5_s3","Unknown","True"
"HYPERBATON","StablePrompt-PPO","A100","42.0","30.0","91.22","zyb9fw93","GFB_BBH_TC","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_top5_s42","Unknown","True"
"HYPERBATON","StablePrompt-PPO","A100","6.0","30.0","180.35","14zg18u6","GFB_BBH_TC","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_top5_s6","Unknown","True"
"IMPLICATURES","StablePrompt-PPO","A100","3.0","30.0","3.72","4fs0s8xt","GFB_BBH_TC","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_top5_s3","Unknown","True"
"IMPLICATURES","StablePrompt-PPO","A100","42.0","30.0","3.63","6uvgjp5t","GFB_BBH_TC","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_top5_s42","Unknown","True"
"IMPLICATURES","StablePrompt-PPO","A100","6.0","30.0","6.55","ksx8y9jy","GFB_BBH_TC","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_top5_s6","Unknown","True"
"INFORMAL_TO_FORMAL","StablePrompt-PPO","A100","3.0","30.0","3.65","6ixdx991","GFB_II","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3","StablePrompt-PPO","True"
"INFORMAL_TO_FORMAL","StablePrompt-PPO","A100","3.0","30.0","3.55","jyv22mj7","GFB_II","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3_re","StablePrompt-PPO","True"
"INFORMAL_TO_FORMAL","StablePrompt-PPO","A100","42.0","30.0","3.55","mifp70tg","GFB_II","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s42","StablePrompt-PPO","True"
"INFORMAL_TO_FORMAL","StablePrompt-PPO","A100","6.0","100.0","18.93","yx87svw0","GFB_II","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6","StablePrompt-PPO","True"
"INFORMAL_TO_FORMAL","StablePrompt-PPO","A100","6.0","200.0","37.87","2zbjozkz","GFB_II","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6","StablePrompt-PPO","True"
"INFORMAL_TO_FORMAL","StablePrompt-PPO","A100","6.0","30.0","3.6","6lwi3mq8","GFB_II","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6","StablePrompt-PPO","True"
"INTERNATIONAL_LAW","StablePrompt-PPO","A100","3.0","30.0","5.02","6awan0ev","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_bs5_top5","StablePrompt-PPO(cs=0)","True"
"INTERNATIONAL_LAW","StablePrompt-PPO","A100","42.0","30.0","4.93","r9778081","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0)","True"
"INTERNATIONAL_LAW","StablePrompt-PPO","A100","42.0","30.0","2.75","8wbroe8g","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5","StablePrompt-PPO(cs=0.05)","True"
"INTERNATIONAL_LAW","StablePrompt-PPO","A100","42.0","30.0","4.65","1udx20nl","GFB_QA","gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5","StablePrompt-PPO(cs=0.05)","True"
